video_id,channel_name,video_title,view_count
LD8R9trCPg8,CBCNewsNational,Flight 752: What we know about the plane,165000
vKMTpJfJjig,CTVNews,Quebec boy stabbed in the eye with pencil at school,117000
zVnXG1uCEuU,CityNews,Education support staff defy Ford government and stage illegal strike,102000
pSRjHi8KPc4,CPAC,Inside the Supreme Court of Canada: The Role of the Court,20000
q4HbvD3Rrqs,EdmontonJournal,Champion Breeder of Lady Gouldian Finches,17000
ZdDQr5JLsR0,CalgaryHerald,Alliance of Alberta physicians and citizens release considerations for more diligent COVID response,24000
rLPt0SENHME,CBCNews,Italy's COVID-19 death toll surpasses that of China,278000
KtMb3gd-y1M,CP24,BREAKING: Ontario to upload Gardiner Expressway and DVP from Toronto as part of new deal,40000
xXqHUqokD0Q,CBCNewsNational,"Stephen Harper, Justin Trudeau face off over niqab debate",326000
_Vrs5zc5JrY,EdmontonJournal,NDP respond to letter from Athabasca Chipewyan First Nation Chief Allan Adam on Teck Frontier mine,13000
ZikCzerBKIc,CP24,Wikileaks founder to begin final attempt to block extradition,20000
6Fco8EnXJ1w,TheCanadianPress,Justin Trudeau and Sophie Gregoire Trudeau tour Mexican palace,135000
0zLteIn7IS0,CBCNewsNational,Positive Post-it Day,4400000
epQo7e47Fug,MontrealGazette,Living with Coffin-Siris Syndrome,22000
IYNDZTS8IFo,CP24,Maj.-Gen. Dany Fortin on trial for sexual assault,39000
VeGsHBsoWzI,TheWindsorStar,Who was Sergio Marchionne?,11000
VgMUMia8ep4,TheGlobeandMail,'It was awful': Recovered COVID-19 patient describes her symptoms,812000
rdlhci_MxkA,TheGlobeandMail,Parrot and McMorris win Canada's first Winter Olympics medals,14000
0_BSfJuPVVg,CBCNewsNational,"CBC News: The National | Fleeing war, Ukrainian resistance, Putinâs motivation",182000
RdmIe6qVG6I,CBCNL,Can robots process crab?,657000
RyOj6RS18pU,TorontoStar,Canadian pairs figure skaters explain the difficult triple twist lift,38000
iFuk4aI3nok,MontrealGazette,Saved by Schindler,31000
K2jgD0ZS9TI,VancouverSun,"COVID-19: 'Very little change' to restrictions over next two months, Dr. Henry says | Vancouver Sun",33000
uEeRF1IA8t0,CBCNewsNational,The efforts to convince some of Canadaâs most COVID-19 vaccine hesitant to get a shot,182000
EiUWaP5Phcw,CBCNewsNational,ISIS claims responsibility for Moscow concert hall attack,448000
jcQrko6ah6k,BNNBloomberg,âToxic brew of disunityâ: Political strategists react to Liberal minority win,72000
WJSnkQgdwmc,VancouverSun,COVID-19: No margin for error with variant spread | Vancouver Sun,48000
ayJeup5Vmiw,CanadianTaxpayersFederation,Trudeau gives Quebec special deal on carbon tax,71000
TQzIKeTM-Q0,GlobalNews,Israel-Gaza conflict: International reactions pour in as death toll climbs,428000
jzEhAPg_mT0,CBCNL,Protest at Confederation Building continues with heavy police presence,25000
KYhdgi8J8bc,TorontoStar,Justin Trudeau offers apology to the LGBTQ community,72000
i3l2ZN8SpXg,Nationalpost,What is quarantine fatigue?,356000
cnfyEID26rg,EdmontonJournal,"The Cult of Hockey's ""McDavid motivated Chicago not motivated? & Seattle might take Kassian"" show",24000
jlMSAMuBXvE,CTVNews,5-year-old boy pulled over while driving in Utah,279000
QVVFARIR0Tc,TheGlobeandMail,See the promotional video the White House made for the Trump and Kim Jong-un summit,97000
tMnFBzUmUqc,CBCNews,She sits with COVID-19 patients as they die | ICU nurse,851000
fD1XAPW9ZXk,MontrealGazette,Georges St-Pierre teaches fighting techniques,60000
NwWzopy0luU,BNNBloomberg,Probabilities of oil getting to $150 are certainty there but recession will follow,23000
YVtFc3qofPY,MontrealGazette,Habs interim head coach Martin St. Louis talks about his family,21000
L9inPBS98cs,CouncilsofCanadians,CETA: Lessons from Canada,60000
HpBrjZ0-FJ0,CalgaryHerald,"COVID-19 empties downtown Calgary, more shedding of energy industry expected",16000
h0UyZvXzsD4,OttawaCitizen,ChaudiÃ¨re Bridge over the Ottawa River,20000
8q8368_1VG8,CTVNews,"Ford announces new restrictions, takes questions from media | Jan. 3: Full COVID-19 update",218000
9FGlgkK28jI,Nationalpost,Russia is  'stealing' magnetic north from Canada,38000
VFFP3ybJiFk,Nationalpost,Far-right icon Tommy Robinson is a free man,17000
aZ6i4DZ-llg,CBCNewsNational,"CBC News: The National | Quebecâs COVID-19 curfew takes effect; NHL on thin ice | Jan. 10, 2021",148000
O6NrtDmTbDI,GlobalNews,How do Amber Alerts work?,220000
C28-u6PK2BU,CastanetNews,"Juniper, Valleyview evacuees share stories of leaving homes",15000
4mMgJML1pbY,Nationalpost,How the Toronto Danforth mass shooting unfolded,114000
oIVHhHXzG4Y,CBCNewsNational,Japan flooding complicates rescue efforts,133000
bwl-JGc3ipQ,CTVNews,Caught on camera: Surfers have close encounter with a massive Great White Shark,157000
OHb3_Dr_eGM,CP24,Toronto police officer Const. Andrew Hong funeral ceremony,21000
DWvAkhranJY,CastanetNews,News Brief: Bodies found,11000
oYAkeR_zUfo,CityNews,FBI joins search for Gabby Petito,77000
MHDAoNoilQg,CP24,Court rules mandatory minimums for firing a gun is unconstitutional,33000
Z9GSQYL12u4,TorontoStar,What happened to Malcom Madsen? Watch shocking last known footage before he disappeared,58000
Baqone1a2SQ,Nationalpost,Riots and space rockets: America is complicated,25000
FSx25kfHKzw,TheCanadianPress,Justin Trudeau condemns attack on girl who says her hijab was cut,13000
Ue7pXEKZvgI,RadioCanadaInfo,LâAlgÃ©rie surveille le militantisme de ses ressortissants au Canada,31000
zDYSiYkPsmM,MontrealGazette,How does Quebec Premier FranÃ§ois Legault rate his performance during the pandemic?,15000
4t6YVX3CrE4,CTVNews,"Siberian tiger attacks Chinese villager, damages car",107000
WeCf1BOv1QQ,BNNBloomberg,Brett Wilson: I'm terrified by the 'lunacy' of Bill C-69,112000
3ykJjnERp3c,CalgaryHerald,Car Crush for charity,190000
cPWMluZdB4M,GlobalNews,Kentucky man uses flamethrower to clear snow from driveway,441000
3UAH5wksmCM,GlobalNews,"Trudeau defends immigrants after man claims Islam, Christianity 'will not mix'",1700000
l3Md7EEDwzE,CPAC,PM Justin Trudeau and Ukrainian President Volodymyr Zelenskyy hold joint news conference in Kyiv,20000
9Qk1eJFcSm8,OttawaCitizen,On The Same Page Episode 482,18000
VZ4nnxzM4KM,Nationalpost,Trudeau government ignores evidence it is aggravating the opioid crisis,18000
6eIEpDzrGn4,TheGlobeandMail,Toronto Police Chief Mark Saunders demonstrates new 'sock gun',77000
U3-SghXX3wA,TheProvince,Manjit Panghali's sister reacts to brother-in-law's sentencing,11000
WT-hEW6SZWo,CastanetNews,First Nation in 'devastation mode' as it surveys damage from B.C. storms,65000
koQqjfv3PmU,BNNBloomberg,Policy makers should be more concerned about house prices: Realosophy president,18000
LMH1NqtNJqc,CalgaryHerald,Picking the right full sun perennials,66000
gbVBk_K7bzI,EdmontonJournal,COVID-19: Alberta unveils school re-entry plan,18000
Y5X-VqFZSKk,MontrealGazette,Osheaga 2019: A beautiful first day in Parc Jean-Drapeau,22000
WxJjbHus4Ds,OttawaCitizen,On the Same Page Ep. 139,17000
QE5K1jfE0LI,CPAC,Chinese 'police' stations in Canada: CPC foreign affairs critic speaks with Michael Serapio,19000
5XliVgf34qM,CTVNews,"Tom Mulcair critical of David Johnston's recommendation | ""It doesn't wash"" with Canadians",134000
