video_id,channel_name,video_title,view_count
e5_G2RnZDg0,TheJournal,Boy uses Siri to call 999 and save his mother,5900000
eL5znC25KOM,TheJournal,'It doesn't take very long for your balaclava to slip',807000
NjHksLQjpY8,TheJournal,"Lewis Nickell, Northern Irish boy with Tourette's Syndrome",544000
ms36WSbNq-I,TheJournal,Johnny Deep delivers a prayer of the faithful at Shane MacGowanâs funeral,242000
8aivBKQ6kDM,TheJournal,"TV presenter Ivan Yates accuses TD Michael Healy-Rae of a ""craven leprechaun performance"".",170000
_ksoC76TH0c,TheJournal,TheJournal.ie: Zero degrees in Dublin - testing the Duffily Bag,138000
fBEr1ba4JtU,TheJournal,Ryanair Flight rethinks landing amid strong Storm Ali winds at Dublin Airport,128000
tPZhfRpcZ_M,TheJournal,"Mary Lou McDonald says community ""stunned and horrified"" after Parnell Square attack",113000
2PM3uCShlk4,TheJournal,Glen Hansard and Lisa OâNeill perform Fairytale of New York at Shane MacGowanâs funeral in Nenagh,922000
Bl2Kg4pFoJ8,TheJournal,Varadkar: 'Stop linking crime and migration. It's not right.',4100
oTplznaAe6M,TheJournal,Simon Harris says Israel is engaging in a 'war on children' in Gaza,4400
0wYyFxqQZmw,TheJournal,Government announces new Future Ireland Fund,546
NksJO865RdA,TheJournal,Ryanair's Michael O'Leary hit with cream pie in the face,44000
srkMHhi3WQI,TheJournal,Noel Kelly says he has only met Dee Forbes with her legal team,1200
5CSVvWcaPTQ,TheJournal,Noel Kelly labels the controvery the 'RTÃ scandal',1800
sRN3D0fnUiw,TheJournal,Angel the lurcher so traumatised by ill treatment she wonât look away from the wall,110000
y-58_jprZ3g,TheJournal,'Like an enormous weight being lifted': Applause for Clare Daly's heartfelt referendum speech,95000
Y9i1HHTdcXU,TheJournal,TheJournal.ie: Trump arrives in Shannon,89000
P1LLRHTATIQ,TheJournal,Brexit: British flag lowered from European Parliament in Brussels,79000
Og5-xsEDeVE,TheJournal,"An otter visits Tesco in Castlebar, Co Mayo",72000
WsJDLFtu680,TheJournal,Husband of Tina Satchwell tells TV3 he's willing to take lie detector test,63000
D0STHZ3PuOk,TheJournal,Dublin's Drug Laneways,57000
53eC9lc61gk,TheJournal,How CBD oil could help treat chronic pain,55000
jpoJW2iu4gM,TheJournal,When The Obamas Came To Moneygall,54000
UhKOPukWo8I,TheJournal,Rupert Murdoch pie attack at Westminster hacking hearing,52000
WdZI_DiEoIw,TheJournal,Rollerblader hitches ride behind Dublin Bus,48000
rKOjIS_zMvw,TheJournal,Archaeologists Explore An Ancient Tomb Beside The Hellfire Club,45000
qvLl9HobrGI,TheJournal,'Keeping pigeons keeps me out of the pub': The pigeon fancier trying to revive the past-time,42000
bjHZC-g5TxE,TheJournal,What is it like to be a female prison officer?,40000
TuYr7dfyCn0,TheJournal,U2 - Pride (In the Name of Love) Live in Phoenix 2015,38000
gI2U1EhYk44,TheJournal,Enda Kenny's answers his final Leaders' Questions,37000
HZvY-cF1Czg,TheJournal,Inside The Phoenix Park Tunnel,35000
FYRtHG4bdeI,TheJournal,TheJournal.ie: David McWilliams plays audio of himself to the banking inquiry,34000
Mj7tnhxu9wM,TheJournal,Taoiseach Enda Kenny meets Donald Trump,33000
vtl7rIDgpJE,TheJournal,TheJournal.ie: Leo Varadkar's first speech as Taoiseach elect in full,33000
PzKKCZUV6xM,TheJournal,"'Yes, I'm Irish: Meet Ãine Mulloy",31000
cRWBhOssYzE,TheJournal,Catherine Martin questions why Tubridy wants to return to RTÃ,29000
u9wzcVqFJTY,TheJournal,Step inside Irelandâs Freemasonsâ HQ,28000
QBtGDx7AUQo,TheJournal,Micheal Martin: Being elected Taoiseach is one of the greatest honours.,27000
_nLD5xq4f0o,TheJournal,Soldier's dramatic escape from North Korea caught on camera,27000
ZK6GfnQLovY,TheJournal,'I don't have to put on a political costume': Labour TD Duncan Smith hits back at Healy Raes in DÃ¡il,25000
qJ-153_OhjM,TheJournal,Trudeau's long pause when asked about Trump and #BlackLivesMatter protest,24000
k_WVkIledgk,TheJournal,Vincent Browne f-word live on TV,23000
